state,year,month,total_consumption_ML,domestic_ML,agriculture_ML,industrial_ML,population_est
Sikkim,2017,5,1148603.33,1147234.62,1137.4,231.31,3118774
Sikkim,2017,6,931889.18,928670.53,2478.24,740.41,3118774
Sikkim,2017,7,1138041.13,1137217.94,763.58,59.61,3118774
Sikkim,2017,8,953941.32,950438.73,2912.31,590.29,3118774
Sikkim,2017,9,892324.79,889099.49,2522.29,703.01,3118774
Sikkim,2017,10,616684.26,614256.73,2025.85,401.68,3118774
Sikkim,2017,11,812312.96,811145.59,1016.07,151.31,3118774
Sikkim,2017,12,694241.76,691694.28,2082.63,464.85,3118774
Sikkim,2018,1,937744.57,935420.06,2103.93,220.58,3149350
Sikkim,2018,2,1122501.38,1119612.38,2501.73,387.27,3149350
Sikkim,2018,3,919939.12,917668.74,1930.53,339.86,3149350
Sikkim,2018,4,1268869.69,1267092.49,1384.34,392.86,3149350
Sikkim,2018,5,1310808.4,1307680.65,2928.14,199.61,3149350
Sikkim,2018,6,1029340.18,1026284.22,2420.58,635.39,3149350
Sikkim,2018,7,1180764.77,1178902.23,1771.82,90.72,3149350
Sikkim,2018,8,856615.69,854093.49,2007.75,514.45,3149350
Sikkim,2018,9,804982.89,801326.42,3363.59,292.89,3149350
Sikkim,2018,10,942085.48,939312.58,2537.99,234.91,3149350
Sikkim,2018,11,660927.57,657549.14,2994.08,384.35,3149350
Sikkim,2018,12,932824.18,929817.77,2636.98,369.43,3149350
Sikkim,2019,1,892556.92,888737.67,3293.33,525.91,3179926
Sikkim,2019,2,847846.31,845532.97,1882.26,431.08,3179926
Sikkim,2019,3,815948.7,814074.85,1490.9,382.96,3179926
Sikkim,2019,4,779835.49,776889.65,2295.83,650.0,3179926
Sikkim,2019,5,893044.09,890424.82,2409.48,209.8,3179926
Sikkim,2019,6,1115215.44,1112146.75,2518.29,550.4,3179926
Sikkim,2019,7,842064.22,840602.22,1186.49,275.51,3179926
Sikkim,2019,8,831636.79,829170.21,2195.7,270.88,3179926
Sikkim,2019,9,675475.91,673942.97,1447.34,85.6,3179926
Sikkim,2019,10,649820.6,647089.56,2413.93,317.11,3179926
Sikkim,2019,11,887456.35,884576.54,2728.75,151.06,3179926
Sikkim,2019,12,978935.31,974914.54,3177.05,843.72,3179926
Sikkim,2020,1,760832.81,758691.48,1743.69,397.64,3210503
Sikkim,2020,2,903700.59,901404.56,1877.79,418.24,3210503
Sikkim,2020,3,1013423.0,1010480.82,2473.71,468.47,3210503
Sikkim,2020,4,1361717.05,1358000.92,3228.25,487.88,3210503
Sikkim,2020,5,933499.41,931988.92,1272.18,238.3,3210503
Sikkim,2020,6,721643.18,719786.05,1680.68,176.44,3210503
Sikkim,2020,7,1191387.66,1188538.3,2416.35,433.01,3210503
Sikkim,2020,8,726993.48,724337.28,2110.04,546.16,3210503
Sikkim,2020,9,872051.11,868665.28,2639.04,746.78,3210503
Sikkim,2020,10,803627.98,801724.01,1634.46,269.52,3210503
Sikkim,2020,11,671177.96,668824.62,2140.55,212.8,3210503
Sikkim,2020,12,859693.98,856085.77,3028.05,580.17,3210503
Sikkim,2021,1,1045085.82,1043376.36,1407.22,302.25,3241079
Sikkim,2021,2,758211.94,755235.62,2647.98,328.34,3241079
Sikkim,2021,3,965609.88,962026.62,3043.17,540.08,3241079
Sikkim,2021,4,1314733.29,1312626.86,1704.28,402.15,3241079
Sikkim,2021,5,1287309.93,1285628.2,1336.61,345.13,3241079
Sikkim,2021,6,753344.52,751618.65,1414.82,311.05,3241079
Sikkim,2021,7,982566.22,980666.06,1641.35,258.81,3241079
Sikkim,2021,8,878819.49,875267.12,3185.39,366.98,3241079
Sikkim,2021,9,998036.03,995397.31,2367.93,270.78,3241079
Sikkim,2021,10,751281.62,749080.91,1925.24,275.47,3241079
Sikkim,2021,11,740243.85,737103.25,2506.27,634.34,3241079
Sikkim,2021,12,865891.47,862665.64,2901.49,324.35,3241079
Sikkim,2022,1,695182.66,691172.92,3145.3,864.44,3271655
Sikkim,2022,2,1303826.57,1301257.36,2070.25,498.96,3271655
Sikkim,2022,3,823211.39,821771.84,1239.4,200.15,3271655
Sikkim,2022,4,980543.66,977351.93,2911.39,280.34,3271655
Sikkim,2022,5,1157845.42,1156385.66,1317.73,142.03,3271655
Sikkim,2022,6,1254898.78,1253816.19,989.43,93.16,3271655
Sikkim,2022,7,983025.81,980798.49,1994.67,232.65,3271655
Sikkim,2022,8,806791.3,804422.8,1863.93,504.57,3271655
Sikkim,2022,9,683503.68,680412.24,2918.4,173.04,3271655
Sikkim,2022,10,648195.44,644619.79,3069.6,506.05,3271655
Sikkim,2022,11,634332.39,629901.11,3452.85,978.43,3271655
Sikkim,2022,12,745404.27,741504.21,3190.23,709.82,3271655
Sikkim,2023,1,1170431.54,1166656.05,3384.23,391.26,3302231
Sikkim,2023,2,935395.4,933973.83,1107.34,314.23,3302231
Sikkim,2023,3,961000.09,958299.72,2381.78,318.59,3302231
Sikkim,2023,4,1287481.08,1283922.95,3070.26,487.87,3302231
Sikkim,2023,5,1015714.51,1012506.93,2898.12,309.47,3302231
Sikkim,2023,6,1267499.49,1265129.47,1984.84,385.17,3302231
Sikkim,2023,7,1147456.08,1145563.8,1486.08,406.2,3302231
Sikkim,2023,8,726843.92,723916.69,2326.5,600.73,3302231
Sikkim,2023,9,609510.08,607805.29,1403.76,301.03,3302231
Sikkim,2023,10,859257.45,856628.66,2084.91,543.87,3302231
Sikkim,2023,11,713481.23,711107.04,2133.85,240.35,3302231
Sikkim,2023,12,808274.72,806324.59,1845.5,104.63,3302231
Sikkim,2024,1,749165.48,745403.58,3074.29,687.62,3332807
Sikkim,2024,2,753911.03,751247.42,2481.4,182.21,3332807
Sikkim,2024,3,1279487.38,1274665.26,4346.88,475.24,3332807
Sikkim,2024,4,1081613.85,1078017.52,3293.77,302.55,3332807
Sikkim,2024,5,953606.33,951188.65,1885.97,531.72,3332807
Sikkim,2024,6,805561.35,802813.08,2239.4,508.88,3332807
Sikkim,2024,7,823369.75,819863.41,3094.29,412.05,3332807
Sikkim,2024,8,949724.27,946772.56,2294.49,657.22,3332807
Sikkim,2024,9,968789.27,965448.97,2862.91,477.38,3332807
Sikkim,2024,10,1029934.96,1028263.43,1495.83,175.7,3332807
Sikkim,2024,11,805190.5,802946.23,1784.3,459.96,3332807
Sikkim,2024,12,789762.97,787175.46,2416.41,171.09,3332807
Sikkim,2025,1,1215677.35,1213762.33,1643.56,271.46,3363384
Sikkim,2025,2,907158.08,904969.72,1750.7,437.65,3363384
Sikkim,2025,3,1322247.67,1320132.92,1989.11,125.65,3363384
Sikkim,2025,4,1380853.53,1378996.89,1522.29,334.35,3363384
Sikkim,2025,5,1163929.04,1160707.89,2571.11,650.03,3363384
Sikkim,2025,6,886343.53,883687.89,2309.43,346.21,3363384
Sikkim,2025,7,809774.82,806603.35,2975.2,196.27,3363384
Sikkim,2025,8,835666.02,832962.57,2273.67,429.79,3363384
Sikkim,2025,9,809666.01,807049.29,2031.12,585.6,3363384
Sikkim,2025,10,1001984.35,1000822.61,1098.63,63.11,3363384
Sikkim,2025,11,1068131.02,1065002.26,2772.08,356.69,3363384
Sikkim,2025,12,902419.41,898031.71,3602.27,785.43,3363384
Tamil Nadu,2015,1,880381.73,879059.06,1176.91,145.75,3757345
Tamil Nadu,2015,2,858763.4,855887.5,2632.57,243.32,3757345
Tamil Nadu,2015,3,892833.02,891229.46,1252.69,350.88,3757345
Tamil Nadu,2015,4,1535060.91,1533349.11,1485.0,226.8,3757345
Tamil Nadu,2015,5,1278638.95,1277175.82,1252.56,210.57,3757345
Tamil Nadu,2015,6,1173293.05,1172438.39,786.27,68.4,3757345
Tamil Nadu,2015,7,1022194.74,1019589.89,2190.17,414.68,3757345
Tamil Nadu,2015,8,1240152.32,1238795.43,1252.44,104.44,3757345
Tamil Nadu,2015,9,950206.02,947686.41,2389.52,130.1,3757345
Tamil Nadu,2015,10,685084.28,683226.41,1652.1,205.77,3757345
Tamil Nadu,2015,11,1143394.01,1141572.14,1551.44,270.43,3757345
Tamil Nadu,2015,12,750603.41,747496.18,2390.95,716.27,3757345
Tamil Nadu,2016,1,906780.85,905396.15,1139.33,245.37,3794918
Tamil Nadu,2016,2,1429020.92,1426426.66,2231.77,362.49,3794918
Tamil Nadu,2016,3,1333110.89,1331287.35,1505.47,318.07,3794918
Tamil Nadu,2016,4,1317919.48,1314683.55,2689.41,546.52,3794918
Tamil Nadu,2016,5,1410537.31,1407283.96,2798.89,454.46,3794918
Tamil Nadu,2016,6,1015221.56,1014221.41,840.47,159.68,3794918
Tamil Nadu,2016,7,1166994.38,1164189.41,2548.92,256.04,3794918
Tamil Nadu,2016,8,774860.1,772578.49,2051.03,230.58,3794918
Tamil Nadu,2016,9,1026086.65,1022999.98,2658.75,427.92,3794918
Tamil Nadu,2016,10,828729.66,825187.52,2799.25,742.89,3794918
Tamil Nadu,2016,11,779275.51,778180.14,847.11,248.26,3794918
Tamil Nadu,2016,12,1060050.44,1058072.24,1554.97,423.23,3794918
Tamil Nadu,2017,1,1089823.68,1087876.03,1561.41,386.23,3832491
Tamil Nadu,2017,2,984657.91,981472.34,2458.07,727.49,3832491
Tamil Nadu,2017,3,1115207.96,1112147.5,2466.6,593.85,3832491
Tamil Nadu,2017,4,1044461.42,1042025.49,2273.56,162.37,3832491
Tamil Nadu,2017,5,1587355.74,1585533.1,1416.74,405.9,3832491
Tamil Nadu,2017,6,1350000.83,1347150.62,2426.02,424.19,3832491
Tamil Nadu,2017,7,1102805.33,1101667.54,879.08,258.7,3832491
Tamil Nadu,2017,8,1211226.31,1209207.0,1856.27,163.05,3832491
Tamil Nadu,2017,9,1132415.8,1131181.92,1037.54,196.33,3832491
Tamil Nadu,2017,10,1107534.96,1105992.11,1440.34,102.51,3832491
Tamil Nadu,2017,11,955896.27,952893.78,2333.28,669.2,3832491
Tamil Nadu,2017,12,1305867.54,1302307.7,2843.52,716.32,3832491
Tamil Nadu,2018,1,929109.18,927644.45,1136.21,328.52,3870065
Tamil Nadu,2018,2,1416272.74,1413866.8,2194.22,211.72,3870065
Tamil Nadu,2018,3,1577082.24,1573862.8,2651.48,567.96,3870065
Tamil Nadu,2018,4,1413349.01,1412170.95,1042.8,135.26,3870065
Tamil Nadu,2018,5,1636893.58,1634563.77,2178.01,151.8,3870065
Tamil Nadu,2018,6,1060448.6,1058733.34,1547.18,168.08,3870065
Tamil Nadu,2018,7,933276.96,930592.25,2449.58,235.13,3870065
Tamil Nadu,2018,8,1023970.48,1023006.65,823.49,140.34,3870065
Tamil Nadu,2018,9,736196.53,732864.51,3109.25,222.77,3870065
Tamil Nadu,2018,10,1013518.28,1010137.77,3079.69,300.82,3870065
Tamil Nadu,2018,11,1024193.8,1020417.65,2973.75,802.41,3870065
Tamil Nadu,2018,12,1307542.74,1305247.87,1924.92,369.95,3870065
Tamil Nadu,2019,1,1331386.74,1329026.72,2115.51,244.51,3907638
Tamil Nadu,2019,2,1033385.67,1030945.52,2277.98,162.17,3907638
Tamil Nadu,2019,3,1468304.31,1465577.13,2259.07,468.11,3907638
Tamil Nadu,2019,4,1510388.26,1507043.93,2647.86,696.48,3907638
Tamil Nadu,2019,5,1632674.89,1629879.23,2237.34,558.32,3907638
Tamil Nadu,2019,6,966350.72,964206.25,1918.37,226.11,3907638
Tamil Nadu,2019,7,1005272.0,1004040.94,1028.23,202.83,3907638
Tamil Nadu,2019,8,907826.18,906203.24,1384.66,238.28,3907638
Tamil Nadu,2019,9,1079590.53,1078197.31,1077.14,316.07,3907638
Tamil Nadu,2019,10,914161.52,911834.24,2095.92,231.36,3907638
Tamil Nadu,2019,11,987457.36,986266.67,1035.69,155.01,3907638
Tamil Nadu,2019,12,838532.59,835495.05,2339.76,697.78,3907638
Tamil Nadu,2020,1,1085184.1,1082071.0,2877.08,236.02,3945212
Tamil Nadu,2020,2,1247186.95,1245544.04,1506.85,136.06,3945212
Tamil Nadu,2020,3,1246742.5,1245395.79,1138.59,208.12,3945212
Tamil Nadu,2020,4,1057671.97,1055891.56,1488.81,291.59,3945212
Tamil Nadu,2020,5,1661791.0,1660504.35,1204.65,82.0,3945212
Tamil Nadu,2020,6,1505040.65,1502683.44,2046.06,311.14,3945212
Tamil Nadu,2020,7,1027675.94,1025545.14,1731.02,399.78,3945212
Tamil Nadu,2020,8,1170618.21,1167614.35,2695.79,308.07,3945212
Tamil Nadu,2020,9,1070955.68,1068742.83,1827.6,385.25,3945212
Tamil Nadu,2020,10,1193924.45,1191704.32,2081.39,138.74,3945212
Tamil Nadu,2020,11,1012487.26,1010391.27,1789.3,306.69,3945212
Tamil Nadu,2020,12,1046515.13,1043821.6,2503.57,189.96,3945212
Tamil Nadu,2021,1,1002245.15,998023.82,3401.28,820.05,3982785
Tamil Nadu,2021,2,1493104.66,1491287.09,1416.92,400.65,3982785
Tamil Nadu,2021,3,1355239.73,1352259.67,2308.73,671.33,3982785
Tamil Nadu,2021,4,1049975.42,1048008.27,1569.44,397.71,3982785
Tamil Nadu,2021,5,1404224.89,1401499.03,2128.81,597.05,3982785
Tamil Nadu,2021,6,921296.0,917847.06,3113.58,335.35,3982785
Tamil Nadu,2021,7,1394747.8,1393136.17,1379.36,232.26,3982785
Tamil Nadu,2021,8,1229553.37,1225917.48,2946.13,689.76,3982785
Tamil Nadu,2021,9,1258606.25,1256400.36,1854.49,351.4,3982785
Tamil Nadu,2021,10,810633.49,809636.3,941.63,55.55,3982785
Tamil Nadu,2021,11,1204998.28,1202247.47,2576.75,174.06,3982785
Tamil Nadu,2021,12,1372001.88,1369446.29,2332.02,223.56,3982785
Tamil Nadu,2022,1,1296066.26,1292591.77,3194.4,280.09,4020359
Tamil Nadu,2022,2,1102475.75,1101243.65,1117.33,114.77,4020359
Tamil Nadu,2022,3,1130862.17,1127121.33,3161.9,578.94,4020359
Tamil Nadu,2022,4,1659549.84,1655715.91,3096.01,737.92,4020359
Tamil Nadu,2022,5,1684791.62,1681367.94,2825.64,598.04,4020359
Tamil Nadu,2022,6,1154757.51,1153020.51,1454.35,282.65,4020359
Tamil Nadu,2022,7,1464485.8,1463076.96,1091.29,317.55,4020359
Tamil Nadu,2022,8,1355317.62,1351616.52,3136.25,564.85,4020359
Tamil Nadu,2022,9,850830.07,847862.02,2379.34,588.71,4020359
Tamil Nadu,2022,10,825970.95,823153.05,2487.01,330.88,4020359
Tamil Nadu,2022,11,735769.73,734137.72,1265.14,366.87,4020359
Tamil Nadu,2022,12,1010641.95,1009716.7,825.41,99.84,4020359
Tamil Nadu,2023,1,927419.5,926087.57,1213.78,118.15,4057932
Tamil Nadu,2023,2,1174741.86,1171448.04,2849.12,444.7,4057932
Tamil Nadu,2023,3,1657734.8,1654975.67,2582.74,176.39,4057932
Tamil Nadu,2023,4,1044629.31,1041806.66,2408.95,413.7,4057932
Tamil Nadu,2023,5,1563746.11,1559242.32,3832.45,671.35,4057932
Tamil Nadu,2023,6,1625598.56,1622484.18,2437.04,677.34,4057932
Tamil Nadu,2023,7,1020771.68,1017418.45,2607.36,745.88,4057932
Tamil Nadu,2023,8,797462.86,794074.23,3116.51,272.12,4057932
Tamil Nadu,2023,9,1219468.36,1217792.46,1400.81,275.09,4057932
Tamil Nadu,2023,10,921244.21,918703.24,2410.99,129.98,4057932
Tamil Nadu,2023,11,775197.36,773463.99,1362.67,370.71,4057932
Tamil Nadu,2023,12,938007.13,935150.52,2299.84,556.77,4057932
Tamil Nadu,2024,1,1052216.41,1050380.87,1737.38,98.15,4095506
Tamil Nadu,2024,2,1032119.62,1029348.28,2593.9,177.43,4095506
Tamil Nadu,2024,3,1112277.54,1110372.51,1563.85,341.17,4095506
Tamil Nadu,2024,4,1445605.32,1443321.5,1809.96,473.85,4095506
Tamil Nadu,2024,5,1347407.43,1343479.62,3160.91,766.91,4095506
Tamil Nadu,2024,6,1628665.25,1626015.88,2267.48,381.9,4095506
Tamil Nadu,2024,7,1372896.95,1368891.37,3205.3,800.29,4095506
Tamil Nadu,2024,8,924872.91,922237.78,2406.6,228.54,4095506
Tamil Nadu,2024,9,952924.23,948716.71,3511.42,696.1,4095506
Tamil Nadu,2024,10,797175.99,795297.86,1577.27,300.86,4095506
Tamil Nadu,2024,11,857212.6,853560.55,2952.49,699.57,4095506
Tamil Nadu,2024,12,968028.51,967038.1,835.57,154.84,4095506
Tamil Nadu,2025,1,1522576.87,1520009.26,2098.32,469.29,4133079
Tamil Nadu,2025,2,1461326.84,1458191.65,2423.52,711.67,4133079
Tamil Nadu,2025,3,1513283.82,1509078.69,3745.88,459.25,4133079
Tamil Nadu,2025,4,1234395.08,1230624.77,3353.84,416.47,4133079
Tamil Nadu,2025,5,1412786.05,1410934.02,1688.69,163.34,4133079
Tamil Nadu,2025,6,1329218.42,1327020.26,1943.79,254.38,4133079
Tamil Nadu,2025,7,1104381.7,1103207.12,969.53,205.06,4133079
Tamil Nadu,2025,8,1027444.76,1023474.22,3222.03,748.51,4133079
Tamil Nadu,2025,9,1164223.7,1163095.04,1067.59,61.07,4133079
Tamil Nadu,2025,10,977514.98,974790.98,2334.6,389.4,4133079
Tamil Nadu,2025,11,1173712.96,1171648.86,1689.53,374.58,4133079
Tamil Nadu,2025,12,1160549.62,1158288.05,1844.23,417.34,4133079
Telangana,2015,1,1886818.35,1883985.88,2331.25,501.22,6324372
Telangana,2015,2,1745054.63,1743818.73,1134.73,101.17,6324372
Telangana,2015,3,2253134.36,2250243.14,2333.23,557.99,6324372
Telangana,2015,4,2527495.2,2524333.97,2630.61,530.62,6324372
Telangana,2015,5,2514790.39,2513853.8,797.72,138.88,6324372
Telangana,2015,6,1953948.74,1952027.87,1515.36,405.51,6324372
Telangana,2015,7,1499489.41,1497224.66,1765.1,499.64,6324372
Telangana,2015,8,2075071.24,2073154.85,1601.54,314.85,6324372
Telangana,2015,9,1218984.19,1217307.76,1321.28,355.16,6324372
Telangana,2015,10,1433170.18,1430985.94,1885.65,298.58,6324372
Telangana,2015,11,1571064.1,1567307.72,3252.23,504.15,6324372
Telangana,2015,12,1280319.33,1278377.16,1549.6,392.57,6324372
Telangana,2016,1,1437147.31,1435885.94,1024.67,236.7,6387615
Telangana,2016,2,2079399.72,2077193.12,1734.63,471.96,6387615
Telangana,2016,3,2429141.61,2425882.9,2798.36,460.34,6387615
Telangana,2016,4,2592448.84,2588985.2,3280.11,183.53,6387615
Telangana,2016,5,1569304.91,1565638.48,3195.99,470.45,6387615
Telangana,2016,6,1567899.01,1566863.57,950.7,84.73,6387615
Telangana,2016,7,1599280.57,1596790.22,2109.65,380.7,6387615
Telangana,2016,8,1763548.74,1762158.77,1321.02,68.95,6387615
Telangana,2016,9,1160662.46,1159481.07,1072.8,108.6,6387615
Telangana,2016,10,1944264.99,1940778.02,2694.78,792.19,6387615
Telangana,2016,11,2029264.17,2027760.64,1201.33,302.2,6387615
Telangana,2016,12,2109009.47,2105836.5,2739.24,433.74,6387615
Telangana,2017,1,2161141.79,2159612.15,1219.54,310.11,6450859
Telangana,2017,2,2505338.0,2503408.03,1499.06,430.91,6450859
Telangana,2017,3,1704124.92,1702756.86,1170.93,197.13,6450859
Telangana,2017,4,2573532.96,2570860.67,2424.16,248.13,6450859
Telangana,2017,5,2672319.29,2671219.96,935.56,163.76,6450859
Telangana,2017,6,1934369.21,1932869.15,1316.38,183.68,6450859
Telangana,2017,7,1552974.31,1551361.2,1291.02,322.09,6450859
Telangana,2017,8,1811885.88,1808979.34,2403.82,502.73,6450859
Telangana,2017,9,1817293.87,1814210.08,2888.99,194.8,6450859
Telangana,2017,10,1930862.13,1928133.67,2455.19,273.28,6450859
Telangana,2017,11,1888995.84,1887825.04,934.1,236.71,6450859
Telangana,2017,12,1250243.75,1247591.45,2163.01,489.29,6450859
Telangana,2018,1,1529046.92,1525821.32,2968.88,256.71,6514103
Telangana,2018,2,1676474.41,1675063.72,1271.27,139.43,6514103
Telangana,2018,3,1813309.46,1811315.67,1602.73,391.06,6514103
Telangana,2018,4,2460201.62,2458703.49,1410.39,87.74,6514103
Telangana,2018,5,2611915.39,2610384.92,1180.26,350.21,6514103
Telangana,2018,6,2496553.97,2494035.49,2203.6,314.89,6514103
Telangana,2018,7,1680699.23,1679392.29,1160.01,146.93,6514103
Telangana,2018,8,2223691.38,2220994.92,2079.16,617.3,6514103
Telangana,2018,9,1534494.14,1532662.41,1687.0,144.73,6514103
Telangana,2018,10,2028809.54,2025687.75,2941.68,180.11,6514103
Telangana,2018,11,1324705.55,1322835.88,1727.54,142.13,6514103
Telangana,2018,12,1715234.54,1713777.35,1280.51,176.68,6514103
Telangana,2019,1,1475898.12,1473668.44,2085.94,143.74,6577346
Telangana,2019,2,2022658.57,2018470.41,3371.02,817.14,6577346
Telangana,2019,3,2743461.5,2739938.98,2840.45,682.06,6577346
Telangana,2019,4,2239534.07,2235371.31,3313.61,849.15,6577346
Telangana,2019,5,2596359.21,2593545.0,2502.55,311.66,6577346
Telangana,2019,6,1652657.6,1648798.62,3064.8,794.18,6577346
Telangana,2019,7,2265254.65,2263164.17,1986.89,103.59,6577346
Telangana,2019,8,2113936.97,2112793.99,946.42,196.56,6577346
Telangana,2019,9,1675306.42,1673073.07,2095.53,137.82,6577346
Telangana,2019,10,1902160.56,1900055.59,1990.97,114.0,6577346
Telangana,2019,11,1233573.24,1230906.32,2243.66,423.26,6577346
Telangana,2019,12,2081516.1,2078542.74,2687.93,285.43,6577346
Telangana,2020,1,2065336.46,2061960.96,2611.99,763.51,6640590
Telangana,2020,2,1726356.05,1721943.8,3724.72,687.53,6640590
Telangana,2020,3,2405073.52,2403479.39,1299.5,294.63,6640590
Telangana,2020,4,1644257.91,1642063.44,2046.96,147.52,6640590
Telangana,2020,5,2812179.88,2808529.04,2968.46,682.38,6640590
Telangana,2020,6,2016235.21,2013218.47,2657.73,359.0,6640590
Telangana,2020,7,1742684.33,1740453.68,1961.57,269.08,6640590
Telangana,2020,8,1692817.83,1689353.34,2950.62,513.87,6640590
Telangana,2020,9,1731714.04,1727852.33,3378.3,483.41,6640590
Telangana,2020,10,1526948.9,1525495.45,1347.56,105.89,6640590
Telangana,2020,11,1920168.05,1916647.78,2942.69,577.58,6640590
Telangana,2020,12,1503476.85,1499673.17,2929.65,874.03,6640590
Telangana,2021,1,1497584.45,1493478.6,3210.95,894.9,6703834
Telangana,2021,2,2671722.41,2670508.87,1100.01,113.53,6703834
Telangana,2021,3,1682132.93,1679707.96,2269.84,155.13,6703834
Telangana,2021,4,2128022.34,2126802.22,969.27,250.85,6703834
Telangana,2021,5,1844814.03,1842844.56,1782.71,186.76,6703834
Telangana,2021,6,1590999.54,1587738.22,2841.68,419.65,6703834
Telangana,2021,7,2254853.58,2252577.71,1839.62,436.25,6703834
Telangana,2021,8,2225246.9,2224336.43,770.91,139.56,6703834
Telangana,2021,9,1249660.86,1247125.72,1975.78,559.37,6703834
Telangana,2021,10,1790395.61,1786032.41,3520.72,842.48,6703834
Telangana,2021,11,1317242.26,1315760.2,1262.7,219.37,6703834
Telangana,2021,12,1782647.59,1779047.4,3107.81,492.38,6703834
Telangana,2022,1,2299594.37,2295874.24,3168.74,551.39,6767078
Telangana,2022,2,1939429.74,1937155.34,1994.73,279.67,6767078
Telangana,2022,3,2648300.72,2646024.72,2137.1,138.9,6767078
Telangana,2022,4,2257282.17,2254171.54,2859.59,251.04,6767078
Telangana,2022,5,2373890.25,2372257.45,1442.06,190.74,6767078
Telangana,2022,6,2242505.78,2240814.6,1508.33,182.84,6767078
Telangana,2022,7,1882476.35,1879704.63,2325.92,445.8,6767078
Telangana,2022,8,1988493.02,1986538.57,1806.99,147.46,6767078
Telangana,2022,9,1976605.23,1973275.42,2834.74,495.07,6767078
Telangana,2022,10,1711848.8,1709620.85,2101.04,126.9,6767078
Telangana,2022,11,1936111.96,1934679.07,1232.27,200.62,6767078
Telangana,2022,12,1463850.65,1459611.38,3331.91,907.35,6767078
Telangana,2023,1,2303599.03,2301037.08,2256.18,305.77,6830321
Telangana,2023,2,1944138.79,1940021.91,3487.53,629.35,6830321
Telangana,2023,3,1790418.43,1788806.69,1382.72,229.02,6830321
Telangana,2023,4,2188197.78,2184885.57,2908.68,403.54,6830321
Telangana,2023,5,2873201.83,2871655.5,1253.65,292.68,6830321
Telangana,2023,6,2750719.62,2747053.2,3083.81,582.61,6830321
Telangana,2023,7,1977899.81,1974806.94,2884.46,208.41,6830321
Telangana,2023,8,1605760.07,1602402.74,2657.74,699.6,6830321
Telangana,2023,9,2013195.37,2009630.65,3105.94,458.77,6830321
Telangana,2023,10,2026911.46,2023610.43,2695.92,605.1,6830321
Telangana,2023,11,1772628.57,1768980.6,2931.49,716.49,6830321
Telangana,2023,12,1838154.31,1835128.42,2662.23,363.66,6830321
Telangana,2024,1,1864759.23,1860493.09,3764.72,501.43,6893565
Telangana,2024,2,1887446.45,1885585.69,1722.99,137.77,6893565
Telangana,2024,3,2767991.08,2764174.16,3179.03,637.9,6893565
Telangana,2024,4,1897091.17,1895403.42,1464.75,223.0,6893565
Telangana,2024,5,2534291.33,2530463.35,3088.36,739.61,6893565
Telangana,2024,6,2310449.49,2306987.51,3054.06,407.92,6893565
Telangana,2024,7,2451520.07,2448651.36,2597.03,271.67,6893565
Telangana,2024,8,1907596.87,1904898.22,2204.1,494.55,6893565
Telangana,2024,9,1729161.97,1725237.24,3554.08,370.65,6893565
Telangana,2024,10,2186376.57,2181942.5,3555.07,879.0,6893565
Telangana,2024,11,1582278.01,1579705.62,2367.65,204.74,6893565
Telangana,2024,12,1918804.86,1916192.91,2276.11,335.84,6893565
Telangana,2025,1,2031036.42,2027382.18,3344.27,309.98,6956809
Telangana,2025,2,1605535.45,1603789.26,1406.78,339.4,6956809
Telangana,2025,3,2172169.31,2168360.04,3099.04,710.23,6956809
Telangana,2025,4,1817051.57,1813718.82,3051.89,280.85,6956809
Telangana,2025,5,2093849.94,2090174.43,2923.22,752.29,6956809
Telangana,2025,6,1799805.65,1795844.28,3262.07,699.3,6956809
Telangana,2025,7,1674679.83,1672815.22,1693.7,170.92,6956809
Telangana,2025,8,2034665.2,2031328.12,3169.11,167.97,6956809
Telangana,2025,9,1809706.39,1806767.42,2478.21,460.76,6956809
Telangana,2025,10,1698733.16,1696771.42,1843.72,118.01,6956809
Telangana,2025,11,1674345.68,1673334.92,854.12,156.65,6956809
Telangana,2025,12,1489282.57,1484669.69,3621.84,991.05,6956809
Tripura,2015,1,423388.46,421788.18,1405.43,194.85,1757455
Tripura,2015,2,476317.19,472666.27,2890.38,760.54,1757455
Tripura,2015,3,608037.31,605599.95,2056.22,381.14,1757455
Tripura,2015,4,428337.03,427277.08,833.28,226.67,1757455
Tripura,2015,5,703296.38,701259.75,1627.39,409.25,1757455
Tripura,2015,6,529533.25,528185.06,1163.81,184.38,1757455
Tripura,2015,7,502250.66,500083.76,1833.71,333.19,1757455
Tripura,2015,8,486259.7,484227.93,1634.61,397.16,1757455
Tripura,2015,9,452770.51,450248.04,2392.45,130.02,1757455
Tripura,2015,10,415395.08,412095.31,2898.89,400.88,1757455
Tripura,2015,11,439885.79,435485.18,3495.46,905.16,1757455
Tripura,2015,12,539721.41,538782.26,890.85,48.3,1757455
Tripura,2016,1,514976.46,511711.48,2811.85,453.13,1775029
Tripura,2016,2,647235.28,643955.16,2769.12,511.0,1775029
Tripura,2016,3,449630.48,447026.78,2156.46,447.23,1775029
Tripura,2016,4,656005.11,654516.6,1182.07,306.43,1775029
Tripura,2016,5,516643.86,514752.89,1464.32,426.65,1775029
Tripura,2016,6,657841.09,654905.25,2705.47,230.37,1775029
Tripura,2016,7,393627.51,390854.64,2276.58,496.29,1775029
Tripura,2016,8,609223.71,607703.13,1298.04,222.54,1775029
